Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,success_level
The Mysterious Case of Dr. Jekyll and Mr. Hyde,DS,2010.0,Adventure,O-Games,0.02,0.02,0.0,0.0,0.05,66.0,,7.6,,Unknown,Unknown,0
Dead in the Water,PS,1999.0,Action,ASC Games,0.03,0.02,0.0,0.0,0.05,68.0,,7.4,,Unknown,Unknown,0
Winning Post 7 2013,PS3,2013.0,Sports,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,75.0,,7.4,,Unknown,Unknown,0
Ride,PS3,2015.0,Racing,Milestone S.r.l.,0.0,0.03,0.01,0.01,0.05,69.0,,4.8,4.0,Milestone S.r.l,Unknown,0
Detective Conan: Prelude from the Past,DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,68.0,,7.4,,Unknown,Unknown,0
Dr. Seuss: Green Eggs and Ham,GBA,2003.0,Action,NewKidCo,0.04,0.01,0.0,0.0,0.05,68.0,,9.0,21.0,Handheld Games,E,0
Zumba Fitness Core,X360,2012.0,Misc,505 Games,0.0,0.05,0.0,0.0,0.05,77.0,6.0,6.7,6.0,Zoe Mode,E10+,0
Atelier Rorona: Alchemist of Arland,PSV,2013.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.05,0.0,0.05,74.0,,7.8,,Unknown,Unknown,0
Guilty Gear Dust Strikers,DS,2006.0,Fighting,Majesco Entertainment,0.05,0.0,0.0,0.0,0.05,60.0,25.0,5.8,9.0,Arc System Works,T,0
Dark Summit,GC,2002.0,Sports,THQ,0.04,0.01,0.0,0.0,0.05,68.0,16.0,4.5,4.0,Radical Entertainment,T,0
Orcs & Elves,DS,2007.0,Role-Playing,Electronic Arts,0.05,0.0,0.0,0.0,0.05,74.0,,7.8,,Unknown,Unknown,0
Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,DS,2010.0,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,66.0,,7.6,,Unknown,Unknown,0
Turbo Turtle Adventure,GBA,2002.0,Puzzle,Majesco Entertainment,0.04,0.01,0.0,0.0,0.05,70.0,8.0,7.5,,Iridon Interactive AB,E,0
Sengoku Basara 4: Sumeragi,PS4,2015.0,Action,Capcom,0.0,0.0,0.05,0.0,0.05,68.0,,7.4,,Unknown,Unknown,0
TrackMania Turbo: Build to Race,DS,2010.0,Racing,Ubisoft,0.02,0.02,0.0,0.0,0.05,69.0,,7.4,,Unknown,Unknown,0
Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,PSP,2006.0,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,66.0,,7.6,,Unknown,Unknown,0
Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu,SNES,1994.0,Misc,Vap,0.0,0.0,0.05,0.0,0.05,69.0,,7.1,,Unknown,Unknown,0
Kamen Rider: Battride War Genesis,PSV,2016.0,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,68.0,,7.4,,Unknown,Unknown,0
Corpse Party: Blood Covered - Repeated Fear,PSP,2010.0,Adventure,5pb,0.0,0.0,0.05,0.0,0.05,66.0,,7.6,,Unknown,Unknown,0
Star Wars: Republic Commando,PC,2005.0,Shooter,LucasArts,0.0,0.04,0.0,0.01,0.05,78.0,34.0,8.7,279.0,LucasArts,T,0
Kart Racer,Wii,2009.0,Racing,Nordic Games,0.03,0.01,0.0,0.0,0.05,69.0,,7.4,,Nordic Games Publishing,E,0
Chronicles of the Sword,PS,1996.0,Adventure,Psygnosis,0.03,0.02,0.0,0.0,0.05,66.0,,7.6,,Unknown,Unknown,0
The Lost Vikings,GBA,2003.0,Puzzle,Activision,0.04,0.01,0.0,0.0,0.05,75.0,16.0,9.1,15.0,Mass Media,E,0
Keiba Eight Special,SNES,1993.0,Sports,Misawa,0.0,0.0,0.05,0.0,0.05,75.0,,7.4,,Unknown,Unknown,0
Harukanaru Toki no Naka de 3,PS2,2004.0,Adventure,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,66.0,,7.6,,Unknown,Unknown,0
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,GC,2005.0,Platform,Global Star,0.04,0.01,0.0,0.0,0.05,58.0,6.0,7.7,,High Voltage Software,E10+,0
Sherlock Holmes: Crimes & Punishments,PC,2014.0,Adventure,Focus Home Interactive,0.0,0.05,0.0,0.0,0.05,66.0,,7.6,,Unknown,Unknown,0
Reel Fishing: The Great Outdoors,PSP,2006.0,Sports,Natsume,0.05,0.0,0.0,0.0,0.05,75.0,,7.4,,Natsume,E,0
Guild 01,3DS,2012.0,Action,Level 5,0.0,0.0,0.05,0.0,0.05,68.0,,7.4,,Unknown,Unknown,0
Tour de France 2011,X360,2008.0,Racing,Focus Home Interactive,0.0,0.04,0.0,0.01,0.05,46.0,7.0,7.6,5.0,Cyanide,Unknown,0
Durarara!! 3-way Standoff,PSP,2010.0,Adventure,ASCII Media Works,0.0,0.0,0.05,0.0,0.05,66.0,,7.6,,Unknown,Unknown,0
Ty the Tasmanian Tiger 3: Night of the Quinkan,GBA,2005.0,Action,Zoo Digital Publishing,0.04,0.01,0.0,0.0,0.05,73.0,6.0,7.4,,Krome Studios,E10+,0
Tokimeki Memorial Girl's Side 2nd Kiss,PS2,2006.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,66.0,,7.6,,Unknown,Unknown,0
Fushigi no Dungeon: Fuurai no Shiren 3 Portable,PSP,2010.0,Role-Playing,Spike,0.0,0.0,0.05,0.0,0.05,74.0,,7.8,,Unknown,Unknown,0
Hokuto no Ken,PS2,2007.0,Fighting,Sega,0.0,0.0,0.05,0.0,0.05,72.0,,7.6,,Unknown,Unknown,0
Plants vs. Zombies,PC,2009.0,Strategy,PopCap Games,0.0,0.04,0.0,0.01,0.05,87.0,41.0,8.9,891.0,PopCap,E10+,0
Yu-Gi-Oh! GX: Spirit Caller (Japan Sales),DS,2006.0,Misc,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,69.0,,7.1,,Unknown,Unknown,0
Secret Files: Tunguska,DS,2008.0,Adventure,Deep Silver,0.04,0.01,0.0,0.0,0.05,71.0,6.0,7.6,5.0,"10tacle Studios, Fusionsphere Systems",T,0
George of the Jungle and the Search for the Secret,DS,2008.0,Platform,Ignition Entertainment,0.05,0.0,0.0,0.0,0.05,44.0,4.0,7.7,,Crave,E,0
Stretch Panic,PS2,2001.0,Platform,Midas Interactive Entertainment,0.02,0.02,0.0,0.01,0.05,65.0,14.0,7.8,4.0,Treasure,T,0
Hotel for Dogs,Wii,2009.0,Simulation,505 Games,0.04,0.0,0.0,0.0,0.05,70.0,,7.5,,505 Games,E,0
Microsoft Flight Simulator X Acceleration Expansion Pack,PC,2007.0,Simulation,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.05,70.0,,7.5,,Unknown,Unknown,0
Chousoku Henkei Gyrozetter: Albatross no Tsubasa,3DS,2013.0,Role-Playing,Square Enix,0.0,0.0,0.05,0.0,0.05,74.0,,7.8,,Unknown,Unknown,0
Blazing Souls: Accelate,PSP,2009.0,Role-Playing,Idea Factory,0.04,0.0,0.01,0.0,0.05,74.0,,7.8,17.0,"Neverland, Idea Factory",T,0
PQ2: Practical Intelligence Quotient,PSP,2006.0,Puzzle,D3Publisher,0.04,0.0,0.0,0.0,0.05,74.0,19.0,7.8,6.0,Now Production,E,0
Baku Baku,SAT,1995.0,Puzzle,Sega,0.0,0.0,0.05,0.0,0.05,70.0,,7.5,,Unknown,Unknown,0
Sword Art Online: Game Director's Edition,PS4,2015.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,74.0,,7.8,,Unknown,Unknown,0
SD Gundam: Over Galaxian,PS,1996.0,Shooter,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,73.0,,7.4,,Unknown,Unknown,0
Metroid Prime: Federation Force,3DS,2016.0,Action,Nintendo,0.02,0.01,0.01,0.0,0.05,64.0,56.0,5.1,219.0,"Next Level Games, Nintendo",T,0
Rogue Ops,GC,2003.0,Action,Kemco,0.04,0.01,0.0,0.0,0.05,65.0,21.0,7.4,,Bits Studios,M,0
Smart Kid's Party Fun Pak,DS,2008.0,Misc,UFO Interactive,0.05,0.0,0.0,0.0,0.05,69.0,,7.1,,Unknown,Unknown,0
Dream Salon,Wii,2009.0,Misc,Zoo Games,0.05,0.0,0.0,0.0,0.05,69.0,,7.1,,Zoo Games,E,0
BeatMania IIDX 3rd Style,PS2,2000.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,70.0,,7.5,,Unknown,Unknown,0
Natural Doctrine,PS3,2014.0,Role-Playing,Nippon Ichi Software,0.03,0.01,0.01,0.01,0.05,74.0,,8.1,17.0,Kadokawa,M,0
DiRT 2,PC,2009.0,Racing,Codemasters,0.0,0.04,0.0,0.01,0.05,89.0,22.0,8.2,352.0,Codemasters,T,0
Payday 2,PC,2013.0,Shooter,505 Games,0.04,0.0,0.0,0.01,0.05,79.0,51.0,3.4,3558.0,Overkill Software,M,0
Hummer Badlands,PS2,2006.0,Racing,Global Star,0.02,0.02,0.0,0.01,0.05,48.0,4.0,7.4,,Eutechnyx,E,0
Woody Woodpecker: Escape from Buzz Buzzard Park,PS2,2001.0,Platform,DreamCatcher Interactive,0.02,0.02,0.0,0.01,0.05,64.0,5.0,7.4,5.0,EKO Software,E,0
Ghostbusters (2016),XOne,2016.0,Action,Activision,0.04,0.0,0.0,0.01,0.05,68.0,,7.4,,Unknown,Unknown,0
"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",PS2,2007.0,Adventure,505 Games,0.0,0.0,0.05,0.0,0.05,66.0,,7.6,,Unknown,Unknown,0
Furu Furu Park,Wii,2007.0,Misc,Taito,0.05,0.0,0.0,0.0,0.05,43.0,16.0,4.8,5.0,"Taito Corporation, 505 Games",E10+,0
Hatsune Miku: Project Diva X,PS4,2016.0,Misc,Sega,0.02,0.0,0.02,0.0,0.05,78.0,22.0,7.4,41.0,Sega,T,0
Alter Echo,XB,2003.0,Shooter,THQ,0.04,0.01,0.0,0.0,0.05,62.0,24.0,7.4,,Outrage Games,T,0
Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,DS,2008.0,Misc,Benesse,0.0,0.0,0.05,0.0,0.05,69.0,,7.1,,Unknown,Unknown,0
BeatMania IIDX 4th Style: New Songs Collection,PS2,2001.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,70.0,,7.5,,Unknown,Unknown,0
G1 Grand Prix,3DS,2012.0,Action,Genki,0.0,0.0,0.05,0.0,0.05,68.0,,7.4,,Unknown,Unknown,0
Resident Evil 4 HD,PS4,2016.0,Shooter,Capcom,0.04,0.0,0.0,0.01,0.05,73.0,,7.4,,Unknown,Unknown,0
Impossible Mission,PSP,2007.0,Platform,System 3 Arcade Software,0.0,0.04,0.0,0.01,0.05,69.0,,7.7,,Unknown,Unknown,0
Around the World in 80 Days,GBA,2004.0,Action,Hip Interactive,0.03,0.01,0.0,0.0,0.05,40.0,9.0,7.4,,Saffire,E,0
Houkago Shounen,DS,2008.0,Misc,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,69.0,,7.1,,Unknown,Unknown,0
Fishdom,DS,2011.0,Puzzle,Atari,0.05,0.0,0.0,0.0,0.05,70.0,,7.5,,Playrix Entertainment,E,0
Classic Dungeon X2,PSP,2011.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.05,0.0,0.05,74.0,,7.8,,Unknown,Unknown,0
Whirl Tour,GC,2002.0,Sports,Vivendi Games,0.04,0.01,0.0,0.0,0.05,61.0,10.0,9.0,4.0,Papaya Studios,E,0
Pinball Tycoon,GBA,2002.0,Misc,Ignition Entertainment,0.03,0.01,0.0,0.0,0.05,69.0,,7.1,,Ignition Entertainment,E,0
Grand Ages: Medieval,PC,2015.0,Strategy,Kalypso Media,0.0,0.05,0.0,0.0,0.05,63.0,11.0,5.4,52.0,Gaming Minds Studios,T,0
Major League Baseball 2K11,PS2,2011.0,Sports,Take-Two Interactive,0.02,0.02,0.0,0.01,0.05,75.0,,7.4,,Visual Concepts,E,0
Cartoon Network Block Party,GBA,2004.0,Misc,Majesco Entertainment,0.03,0.01,0.0,0.0,0.05,52.0,4.0,7.1,,One Man Band,E,0
Power Spike Pro Beach Volleyball,PS,2000.0,Sports,Infogrames,0.03,0.02,0.0,0.0,0.05,48.0,10.0,7.4,,Carapace,E,0
White Album: Tsuzurareru Fuyu no Omoide,PS3,2010.0,Adventure,Aqua Plus,0.0,0.0,0.05,0.0,0.05,66.0,,7.6,,Unknown,Unknown,0
Harukanaru Toki no Naka de: Yumenoukihashi,DS,2008.0,Adventure,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,66.0,,7.6,,Unknown,Unknown,0
Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,PS,1998.0,Misc,Gainax Network Systems,0.0,0.0,0.05,0.0,0.05,69.0,,7.1,,Unknown,Unknown,0
SD Gundam: Scad Hammers,Wii,2006.0,Strategy,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,73.0,,7.8,,Unknown,Unknown,0
Spitfire Heroes: Tales of the Royal Air Force,DS,2008.0,Simulation,Destineer,0.05,0.0,0.0,0.0,0.05,49.0,10.0,7.5,,Big John Games,E10+,0
Super Bust-A-Move,GBA,2001.0,Puzzle,Ubisoft,0.03,0.01,0.0,0.0,0.05,77.0,9.0,7.5,,Taito Corporation,E,0
Saints Row: Gat out of Hell,PS4,2015.0,Action,Deep Silver,0.0,0.04,0.0,0.01,0.05,64.0,45.0,5.7,98.0,Volition Inc.,M,0
ZooCube,GBA,2002.0,Puzzle,Acclaim Entertainment,0.03,0.01,0.0,0.0,0.05,71.0,11.0,7.5,,PuzzleKings,E,0
Stunt GP,PS2,2001.0,Racing,Titus,0.02,0.02,0.0,0.01,0.05,49.0,8.0,8.1,9.0,Team 17,E,0
D.Gray-man: Kami no Shitotachi,DS,2007.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,66.0,,7.6,,Unknown,Unknown,0
Strikers 1945,SAT,1996.0,Shooter,Atlus,0.0,0.0,0.05,0.0,0.05,73.0,,7.4,,Unknown,Unknown,0
NBA 2K,DC,1999.0,Sports,Sega,0.0,0.0,0.05,0.0,0.05,75.0,,7.4,,Unknown,Unknown,0
Super Jinsei Game 2,SNES,1995.0,Misc,Takara,0.0,0.0,0.05,0.0,0.05,69.0,,7.1,,Unknown,Unknown,0
World Series of Poker,GC,2005.0,Misc,Activision Value,0.04,0.01,0.0,0.0,0.05,44.0,5.0,7.1,,Activision,E10+,0
Jikkyou Oshaberi Parodius,SNES,1995.0,Shooter,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,73.0,,7.4,,Unknown,Unknown,0
Plants vs. Zombies: Garden Warfare 2,PC,2016.0,Shooter,Electronic Arts,0.0,0.04,0.0,0.0,0.05,82.0,6.0,7.5,44.0,PopCap,E10+,0
J-League Winning Eleven 2010: Club Championship,PS2,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,75.0,,7.4,,Unknown,Unknown,0
Johnny Bazookatone,PS,1995.0,Platform,U.S. Gold,0.03,0.02,0.0,0.0,0.05,69.0,,7.7,,Unknown,Unknown,0
Reign of Fire,GBA,2002.0,Shooter,BAM! Entertainment,0.03,0.01,0.0,0.0,0.05,61.0,9.0,7.4,,Crawfish Interactive,T,0
Koihime Musou,PS2,2008.0,Adventure,Yeti,0.0,0.0,0.05,0.0,0.05,66.0,,7.6,,Unknown,Unknown,0
Nicktoons: Attack of the Toybots,DS,2007.0,Platform,THQ,0.04,0.0,0.0,0.0,0.05,54.0,4.0,7.7,,Natsume,E,0
Singularity,PC,2010.0,Shooter,Mastertronic,0.0,0.04,0.0,0.01,0.05,76.0,36.0,7.7,326.0,Raven Software,M,0
NASCAR Heat Evolution,PS4,2016.0,Racing,Dusenberry Martin Racing,0.04,0.0,0.0,0.01,0.05,66.0,8.0,3.8,18.0,Dusenberry Martin Racing,E,0
Cartoon Network Racing,DS,2006.0,Action,Game Factory,0.04,0.0,0.0,0.0,0.05,55.0,13.0,7.4,,Firebrand Games,E,0
Ms Saga: A New Dawn,PS2,2005.0,Role-Playing,Namco Bandai Games,0.02,0.02,0.0,0.01,0.05,65.0,27.0,8.6,15.0,Bandai,E10+,0
Kekkon Zenya,SAT,1995.0,Adventure,Shogakukan,0.0,0.0,0.05,0.0,0.05,66.0,,7.6,,Unknown,Unknown,0
Child of Light,PS4,2014.0,Role-Playing,Ubisoft,0.0,0.01,0.04,0.0,0.05,82.0,46.0,8.0,451.0,Ubisoft Montreal,E10+,0
Finny the Fish & the Seven Waters,PS2,2004.0,Sports,Sony Computer Entertainment,0.02,0.02,0.0,0.01,0.05,75.0,,7.4,,Unknown,Unknown,0
The Grim Adventures of Billy & Mandy,Wii,2006.0,Action,Midway Games,0.04,0.0,0.0,0.0,0.05,68.0,,7.4,,Unknown,Unknown,0
Barnyard,GBA,2006.0,Action,THQ,0.03,0.01,0.0,0.0,0.05,56.0,8.0,7.4,,Halfbrick Studios,E,0
Next Generation of Chaos,PS2,2002.0,Role-Playing,Idea Factory,0.0,0.0,0.05,0.0,0.05,74.0,,7.8,,Unknown,Unknown,0
GrimGrimoire,PS2,2007.0,Strategy,Tecmo Koei,0.01,0.01,0.03,0.0,0.05,79.0,39.0,7.9,17.0,Vanilla Ware,E10+,0
Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,DS,2008.0,Misc,Takara Tomy,0.0,0.0,0.05,0.0,0.05,69.0,,7.1,,Unknown,Unknown,0
Rock of the Dead,PS3,2010.0,Shooter,Conspiracy Entertainment,0.04,0.0,0.0,0.01,0.05,45.0,7.0,7.4,,Epicenter Studios,T,0
TNA iMPACT: Cross the Line,DS,2010.0,Fighting,SouthPeak Games,0.04,0.0,0.0,0.0,0.05,72.0,,7.6,,Point of View,T,0
Deadliest Catch: Alaskan Storm,X360,2008.0,Sports,Navarre Corp,0.04,0.0,0.0,0.0,0.05,56.0,14.0,5.9,15.0,Liquid Dragon Studios,T,0
Golden Axe: The Duel,SAT,1994.0,Fighting,Sega,0.0,0.0,0.05,0.0,0.05,72.0,,7.6,,Unknown,Unknown,0
J-League '96 Dream Stadium,SNES,1996.0,Sports,Hudson Soft,0.0,0.0,0.05,0.0,0.05,75.0,,7.4,,Unknown,Unknown,0
Capcom vs. SNK: Millennium Fight 2000 Pro,DC,2001.0,Fighting,Capcom,0.0,0.0,0.05,0.0,0.05,72.0,,7.6,,Unknown,Unknown,0
Crime Life: Gang Wars,XB,2005.0,Action,Konami Digital Entertainment,0.04,0.01,0.0,0.0,0.05,30.0,19.0,3.4,9.0,Hothouse Creations,M,0
Tokimeki Memorial: Girls Side 1st Love,DS,2007.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,66.0,,7.6,,Unknown,Unknown,0
Rugby 2005,XB,2005.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,75.0,20.0,7.7,11.0,HB Studios Multimedia,E,0
"Warhammer 40,000: Dawn of War",PC,2004.0,Strategy,THQ,0.01,0.03,0.0,0.01,0.05,86.0,51.0,8.8,295.0,Relic,M,0
Taito Legends,XB,2005.0,Misc,Empire Interactive,0.04,0.01,0.0,0.0,0.05,74.0,16.0,7.1,,Empire Oxford,T,0
Rock 'N Roll Racing,GBA,2003.0,Racing,Activision,0.03,0.01,0.0,0.0,0.05,80.0,12.0,9.4,5.0,Mass Media,E,0
Reader Rabbit 2nd Grade,Wii,2008.0,Misc,Unknown,0.04,0.0,0.0,0.0,0.05,69.0,,7.1,,Graffiti Entertainment,E,0
Silhouette Mirage,PS,1998.0,Platform,ESP,0.03,0.02,0.0,0.0,0.05,69.0,8.0,7.5,4.0,Treasure,E,0
Dynasty Warriors Vol. 2,PSP,2006.0,Action,Tecmo Koei,0.04,0.0,0.0,0.0,0.05,57.0,28.0,8.1,8.0,Omega Force,T,0
Freelancer,PC,2003.0,Simulation,Microsoft Game Studios,0.02,0.02,0.0,0.01,0.05,85.0,39.0,9.0,185.0,Digital Anvil,T,0
Treasure Report: Kikai Jikake no Isan,DS,2011.0,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,66.0,,7.6,,Unknown,Unknown,0
Growlanser VI: Precarious World,PS2,2007.0,Role-Playing,Atlus,0.0,0.0,0.05,0.0,0.05,74.0,,7.8,,Unknown,Unknown,0
Block Kuzushi,SNES,1995.0,Puzzle,Pow,0.0,0.0,0.05,0.0,0.05,70.0,,7.5,,Unknown,Unknown,0
LEGO Indiana Jones 2: The Adventure Continues,PC,2009.0,Action,Activision,0.02,0.03,0.0,0.01,0.05,66.0,13.0,8.0,19.0,Traveller's Tales,E10+,0
American Bass Challenge,GBA,2001.0,Sports,Starfish,0.03,0.01,0.0,0.0,0.05,69.0,5.0,7.4,,Starfish,E,0
American Chopper 2: Full Throttle,GC,2005.0,Racing,Activision,0.04,0.01,0.0,0.0,0.05,54.0,4.0,7.4,,Creat Studios,T,0
Ultimate Ghosts 'n Goblins (JP sales),PSP,2006.0,Platform,Capcom,0.0,0.0,0.05,0.0,0.05,69.0,,7.7,,Unknown,Unknown,0
Rugby 06,PS2,2006.0,Sports,Electronic Arts,0.02,0.02,0.0,0.01,0.05,70.0,6.0,7.8,27.0,EA Canada,E,0
Fatal Frame II: Crimson Butterfly Director's Cut,XB,2004.0,Action,Microsoft Game Studios,0.04,0.01,0.0,0.0,0.05,84.0,37.0,8.3,16.0,Tecmo,M,0
2002 FIFA World Cup,GC,2002.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,78.0,9.0,7.7,6.0,EA Sports,E,0
The Lord of the Rings: The Battle for Middle-Earth II,X360,2006.0,Strategy,Electronic Arts,0.0,0.04,0.0,0.0,0.05,79.0,50.0,7.5,83.0,EA LA,T,0
LEGO The Hobbit,PC,2014.0,Action,Warner Bros. Interactive Entertainment,0.0,0.05,0.0,0.0,0.05,68.0,6.0,7.4,,TT Games,E10+,0
Need for Speed Carbon,PC,2006.0,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.05,78.0,17.0,7.2,249.0,Black Box,E10+,0
Colin McRae Rally 2005,XB,2004.0,Racing,Codemasters,0.04,0.01,0.0,0.0,0.05,83.0,35.0,7.5,6.0,Codemasters,E,0
Venus & Braves: Majo to Megami to Horobi no Yogen,PSP,2011.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,74.0,,7.8,,Unknown,Unknown,0
Zoop,PS,1995.0,Puzzle,MediaQuest,0.03,0.02,0.0,0.0,0.05,70.0,,7.5,,Unknown,Unknown,0
Saiyuki: Journey West,PS,1999.0,Strategy,Tecmo Koei,0.03,0.02,0.0,0.0,0.05,73.0,9.0,7.1,9.0,Koei,E,0
Powerful Golf,DS,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,75.0,,7.4,,Unknown,Unknown,0
Rock Band Country Track Pack 2,X360,2011.0,Misc,MTV Games,0.04,0.0,0.0,0.0,0.05,69.0,,7.1,,Electronic Arts,E10+,0
Detective Conan: Marionette Symphony,3DS,2013.0,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,66.0,,7.6,,Unknown,Unknown,0
Utawarerumono: Itsuwari no Kamen,PS3,2015.0,Adventure,Aqua Plus,0.0,0.0,0.05,0.0,0.05,66.0,,7.6,,Unknown,Unknown,0
American Chopper 2: Full Throttle,XB,2005.0,Racing,Zoo Digital Publishing,0.04,0.01,0.0,0.0,0.05,69.0,,7.4,,Creat Studios,T,0
Amnesia Crowd,PSP,2013.0,Misc,Idea Factory,0.0,0.0,0.05,0.0,0.05,69.0,,7.1,,Unknown,Unknown,0
Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,PS2,2008.0,Misc,Hackberry,0.0,0.0,0.05,0.0,0.05,69.0,,7.1,,Unknown,Unknown,0
Monster Hunter Frontier Online,PS3,2008.0,Role-Playing,Unknown,0.0,0.0,0.05,0.0,0.05,74.0,,7.8,,Unknown,Unknown,0
MTX Mototrax,PSP,2006.0,Racing,Activision,0.04,0.0,0.0,0.0,0.05,67.0,8.0,7.4,,Left Field Productions,E,0
VR Soccer '96,PS,1996.0,Sports,Gremlin Interactive Ltd,0.03,0.02,0.0,0.0,0.05,75.0,,7.4,,Unknown,Unknown,0
Ribbit King,GC,2003.0,Sports,Atari,0.04,0.01,0.0,0.0,0.05,60.0,11.0,7.4,,Bandai,E,0
Diabolik Lovers,PSP,2012.0,Adventure,Idea Factory,0.0,0.0,0.05,0.0,0.05,66.0,,7.6,,Unknown,Unknown,0
Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,DS,2008.0,Action,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05,68.0,,7.4,,Unknown,Unknown,0
Summoner: A Goddess Reborn,GC,2003.0,Role-Playing,THQ,0.04,0.01,0.0,0.0,0.05,72.0,19.0,7.8,,Cranky Pants Games,T,0
Pirates vs Ninja Dodgeball,Wii,2009.0,Sports,SouthPeak Games,0.04,0.0,0.0,0.0,0.05,75.0,,7.4,,Unknown,Unknown,0
Secret Service,X360,2008.0,Action,Activision Value,0.04,0.0,0.0,0.0,0.05,68.0,,5.5,8.0,Tigon,T,0
Noddy in Toyland,DS,2011.0,Misc,GSP,0.0,0.04,0.0,0.0,0.05,69.0,,7.1,,Unknown,Unknown,0
Empire Earth,PC,2001.0,Strategy,Vivendi Games,0.0,0.04,0.0,0.01,0.05,81.0,23.0,8.2,126.0,Stainless Steel Studios,T,0
Yu-Gi-Oh! World Championship 2007,DS,2007.0,Strategy,Konami Digital Entertainment,0.0,0.01,0.04,0.0,0.05,73.0,,7.8,,Unknown,Unknown,0
DuckTales: Remastered,PS3,2013.0,Action,Capcom,0.01,0.03,0.0,0.01,0.05,75.0,31.0,7.4,135.0,WayForward,E,0
E.X. Troopers,PS3,2012.0,Shooter,Capcom,0.0,0.0,0.05,0.0,0.05,73.0,,7.4,,Unknown,Unknown,0
Worms Reloaded,PC,2010.0,Strategy,Team17 Software,0.0,0.04,0.0,0.01,0.05,79.0,28.0,6.8,185.0,Team 17,E10+,0
Kiniro no Corda 2 Encore,PS2,2007.0,Role-Playing,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,74.0,,7.8,,Unknown,Unknown,0
M&M's Adventure,DS,2008.0,Adventure,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.05,66.0,,7.6,,Unknown,Unknown,0
ESPN Great Outdoor Games Bass 2002,GBA,2001.0,Sports,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.05,57.0,7.0,7.4,,KCEO,E,0
Soul Eater: Plot of Medusa,DS,2008.0,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,68.0,,7.4,,Unknown,Unknown,0
StarCraft,PC,1998.0,Strategy,Activision,0.0,0.04,0.0,0.01,0.05,88.0,15.0,9.1,813.0,Blizzard Entertainment,T,0
Gaist Crusher,3DS,2013.0,Action,Capcom,0.0,0.0,0.05,0.0,0.05,68.0,,7.4,,Unknown,Unknown,0
World Championship Pool 2004,PS2,2004.0,Sports,Jaleco,0.02,0.02,0.0,0.01,0.05,60.0,4.0,6.7,6.0,Blade Interactive,E,0
Punch King,GBA,2002.0,Fighting,Acclaim Entertainment,0.03,0.01,0.0,0.0,0.05,58.0,10.0,7.6,,Full-Fat,E,0
